_id,name,dval,dreason,date
6862fc7e1ca117355006a813,forest,9,I will punish myself,2025-06-30
68634e6b886454b77c428b22,grace,7,,2025-06-30
68634e84886454b77c428b23,grace,6,mooooo,2025-06-29
68634e87886454b77c428b24,grace,7,mooooo,2025-06-29
68634ec2886454b77c428b25,grace,9,i’m a waste of space ,2025-06-28
68634eeb886454b77c428b26,grace,6,thunderstormssssssssss ⚡️ ,2025-06-25
6863cbc3886454b77c428b27,sara,8,,2025-06-30
68643bff78de4ab15114eca5,forest,9,Nana korobi ya oki,2025-07-01
686587b4f8c237c7aea23c22,sara,7,,2025-07-01
686587c3f8c237c7aea23c23,sara,9,,2025-07-02
686587d1f8c237c7aea23c24,sara,9,just sad today,2025-07-02
686587d3f8c237c7aea23c25,sara,9,just sad today,2025-07-02
6865add6f8c237c7aea23c26,forest,9,Figuring out my expenses for June made me feel ill and so angry at myself. I am pathetic ,2025-07-02
6866e74b24c095b9515e3fe9,forest,10,,2025-07-03
6866f70624c095b9515e3fea,sara,8,My new baseline,2025-07-03
6868236a24c095b9515e3feb,sara,8,,2025-07-04
68687645afc54ab926b5c24b,forest,8,Hip starting to hurt again,2025-07-04
6869a85b11416a6c5458fdb9,forest,9,,2025-07-05
686af46d46fe77d86de2755f,forest,8,Maybe I’m slowly getting better at doing the “hard” things again. Mental is still in the drain as is from job. S@y0n@r@ grace,2025-07-06
686af4c546fe77d86de27560,forest,8,"Maybe getting slowly getting better at doing “hard” things but mental is still in the drain, as is cron job. S@y0n@r@ grace. Also biggest mileage week ever",2025-07-06
686b4ad615a1788dcd36ee99,sara,8,,2025-07-05
686b4adb15a1788dcd36ee9a,sara,8,,2025-07-06
686b4ade15a1788dcd36ee9b,sara,8,,2025-07-06
686c65feabe97d242547e9a5,forest,7,7 on 7/7,2025-07-07
686dae3ca4100150d9e38947,sara,10,Enough said,2025-07-08
686de35b81a801ad47a0988c,forest,8,This feels so hard to maintain. Not enough time in a day,2025-07-08
686eeabbeaa185a6b8895e2c,forest,8,Even cron job has abandoned me,2025-07-09
686fe7bbca1b3f59a90aff13,sara,9,,2025-07-09
686ff667ca1b3f59a90aff14,forest,8,My legs are so destroyed. Having doubts I can keep doing this,2025-07-10
68710aaf7debbbb99e714001,sara,9,,2025-07-10
6871a63dcf45163b24580a4c,sara,9,,2025-07-11
6871a931cf45163b24580a4d,forest,7,,2025-07-11
6872c5fdb240b8df844e3a35,forest,8,"Brutal run, now I have to hang with the song family, wish me luck",2025-07-12
6872c908b240b8df844e3a36,sara,9,We’ve regressed folks,2025-07-12
687413961714baf554c3b924,forest,9,They never fail to bring out the worst in me,2025-07-13
68742f05ca94211f90804ecf,sara,9,I still miss lasagna girl. Yesterday I felt more whole after attending the b day party (despite crying most of the day). Today I feel that life has moved on but a piece of me never will. ,2025-07-13
68758e9801e375f9efb69dea,sara,10,I think I had a panic attack today,2025-07-14
6875999d10ab4f0276e86e75,forest,9,I feel like the fatigue in my legs has gone beyond and now is just pain,2025-07-14
6876fb256b7052906bcfd2ed,forest,8,"Work has been stressful, and my body is falling apart. Full send tho",2025-07-15
6877d61ad1ef956c3c5fe7fe,sara,9,,2025-07-15
6877d626d1ef956c3c5fe7ff,forest,9,I’m dead and I’m sorry that I’m like this,2025-07-16
6877d659d1ef956c3c5fe800,sara,9,,2025-07-16
68783688d1ef956c3c5fe801,sara,10,Crashed out,2025-07-16
6879342ad1ef956c3c5fe802,forest,10,"I just want to die, I don’t care about anything else",2025-07-17
6879b5d5d1ef956c3c5fe803,sara,9,I went on a date today with snail boy. I still miss lasagna girl but it’s different now. I question who I was during our whole relationship tho. Did I lose myself?  Maybe I’ll always lose myself in the other person tho. But will they lose themself in me?,2025-07-17
687ab113d1ef956c3c5fe804,sara,9,8.5,2025-07-18
687ab4b5d1ef956c3c5fe805,forest,10,Die,2025-07-18
687ce53ed1ef956c3c5fe806,sara,8,"New jacket, nice music",2025-07-19
687ceaafd1ef956c3c5fe807,forest,8,,2025-07-19
687d48abd1ef956c3c5fe808,grace,7,,2025-07-19
687d48b9d1ef956c3c5fe809,grace,6,,2025-07-18
687d48cdd1ef956c3c5fe80a,grace,7,,2025-07-14
687d48e5d1ef956c3c5fe80b,grace,7,,2025-07-12
687d48f8d1ef956c3c5fe80c,grace,9,i’m such a liar,2025-07-13
687d48ffd1ef956c3c5fe80d,grace,9,i’m such a liar,2025-07-09
687d490bd1ef956c3c5fe80e,grace,8,bleh,2025-07-09
687d492fd1ef956c3c5fe80f,grace,7,back in bos,2025-07-04
687d4939d1ef956c3c5fe810,grace,6,,2025-07-05
687d4949d1ef956c3c5fe811,grace,7,,2025-07-06
687d4958d1ef956c3c5fe812,grace,7,leaving,2025-07-08
687d4965d1ef956c3c5fe813,grace,8,i’m so shook,2025-07-09
687d4a7bd1ef956c3c5fe814,grace,7,sister left so now i can breathe and smoke weed,2025-07-20
687d4aa0d1ef956c3c5fe815,grace,8,icri ,2025-07-19
687d4aa9d1ef956c3c5fe816,grace,8,icri -,2025-07-19
687d4aa9d1ef956c3c5fe817,grace,8,icri - ,2025-07-19
687d4aacd1ef956c3c5fe818,grace,8,icri,2025-07-19
687d4ab0d1ef956c3c5fe819,grace,8,icri,2025-07-19
687d4ae0d1ef956c3c5fe81a,grace,7,my sis unpacked like 80% of the rest of my boxes which was nice but her grubby little hands touched all my stuff and organized everything in a way that doesn’t make sense to me but still grateful ,2025-07-18
687d4af3d1ef956c3c5fe81b,grace,6,work is good,2025-07-15
687d5a22d1ef956c3c5fe81c,forest,9,Life is so hard,2025-07-20
687d9088d1ef956c3c5fe81d,sara,8,No one will make me a 2 like she did,2025-07-20
687ec227d1ef956c3c5fe81e,forest,8,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,2025-07-21
687f1276d1ef956c3c5fe81f,sara,8,Why must life go on. ,2025-07-21
687feeaed1ef956c3c5fe820,forest,9,I really am struggling. Idk how much longer I can endure. I’m not that strong.,2025-07-22
68802a74d1ef956c3c5fe821,sara,9,My knees are not the bees,2025-07-22
68814d66d1ef956c3c5fe822,forest,10,"Didn’t get the apt, ankle messed up, work is terrible, I was so angry last night I was hitting my head and now I have a headache, I am a disaster, I’m so alone",2025-07-23
68817ed4d1ef956c3c5fe823,sara,9,Tough cay. V tired. ,2025-07-23
68825a11d1ef956c3c5fe824,sara,10,Cry. ,2025-07-24
6882bc2ed1ef956c3c5fe825,forest,8,"No complaining allowed, go at it ahome",2025-07-24
6883d953d1ef956c3c5fe826,forest,8,First time in 3 months that I’m not running. It’s frustrating and it sucks.,2025-07-25
688566bcd1ef956c3c5fe827,forest,9,The pain is worse,2025-07-26
6886bba8d1ef956c3c5fe828,sara,8,Acadia sunset,2025-07-25
6886bbb2d1ef956c3c5fe829,sara,8,Acadia sunset,2025-07-26
6886bbb7d1ef956c3c5fe82a,sara,8,Acadia sunset,2025-07-25
6886bbbad1ef956c3c5fe82b,sara,8,Acadia suns,2025-07-25
6886bbbad1ef956c3c5fe82c,sara,8,Acadia sun,2025-07-25
6886bbbbd1ef956c3c5fe82d,sara,8,Acadia su,2025-07-25
6886bbbcd1ef956c3c5fe82e,sara,8,Acadia s,2025-07-25
6886bc33d1ef956c3c5fe82f,sara,7,"Nice day, cool cave",2025-07-26
6886bca0d1ef956c3c5fe830,sara,7,"Nice sunrise, beehive hike, laughed a lot, should not have checked my phone,",2025-07-27
6886d1d4d1ef956c3c5fe831,forest,8,Trying to be resilient,2025-07-27
6887ada5d1ef956c3c5fe832,forest,9,"Something is off w my foot, it doesn’t feel like my own. Firmly in the denial stage. Pls just get better if I can’t run I have nothing",2025-07-28
688805dbd1ef956c3c5fe833,sara,8,emails with derek :),2025-07-28
6889402fd1ef956c3c5fe834,forest,9,,2025-07-29
688a0dead1ef956c3c5fe835,sara,8,Life is ok,2025-07-29
688a925fd1ef956c3c5fe836,forest,9,W s s m I h e t a a m n,2025-07-30
688aa3c3d1ef956c3c5fe837,sara,8,Today has been nonstop,2025-07-30
688aaefed1ef956c3c5fe838,grace,7,🍚 ,2025-07-21
688aaf17d1ef956c3c5fe839,grace,9,i hate danny,2025-07-24
688aaf33d1ef956c3c5fe83a,grace,8,i was at work until 6 on a friday :0,2025-07-25
688aaf48d1ef956c3c5fe83b,grace,8,🍹 ,2025-07-26
688aaf61d1ef956c3c5fe83c,grace,7,🍹 w michelle,2025-07-26
688aaf77d1ef956c3c5fe83d,grace,8,i’m so fake,2025-07-27
688aaf9fd1ef956c3c5fe83e,grace,9,i’m so stressed out i need weed but i broke my vape and my vaporizer 😵‍💫 i can’t survive this anymore,2025-07-28
688aafa4d1ef956c3c5fe83f,grace,9,i’m so stressed out i need weed but i broke my vape and my vaporizer 😵‍💫 i can’t survive this anymore,2025-07-29
688aafb3d1ef956c3c5fe840,grace,9,i’m sinking,2025-07-29
688aafdfd1ef956c3c5fe841,grace,8,danny can go FUCK HIMSELF 🖕 ,2025-07-16
688aafe7d1ef956c3c5fe842,grace,8,danny can go FUCK HIMSELF 🖕 ,2025-07-30
688ab01ad1ef956c3c5fe843,grace,8,i can finally kinda breath and i think he finally got the hint and stfu 🧘 i need to calm down,2025-07-30
688ab048d1ef956c3c5fe844,grace,8,i’m so fucking pissed but at least i can kinda breath now,2025-07-30
688c12ccd1ef956c3c5fe845,forest,9,Shut up you stupid idiot,2025-07-31
688ca61dd1ef956c3c5fe846,sara,8,"Date, concert, trying to be in the moment and just enjoy",2025-07-31
688cfe4bd1ef956c3c5fe847,forest,9,Lunch w Tori was nice but not even she can heal me. My hip hurts a lot too now.,2025-08-01
688d51a3d1ef956c3c5fe848,sara,7,Bc I only worked 5 hrs today,2025-08-01
688e74d2d1ef956c3c5fe849,forest,9,"Lying in bed the whole day, listening to bite me, feeling tired. Wondering if the me that is hateful and miserable is the real me or is it a bad patch",2025-08-02
688e8990d1ef956c3c5fe84a,sara,7,Dnd. Also leave me alone,2025-08-02
68900b46d1ef956c3c5fe84b,forest,9,,2025-08-03
68901be1d1ef956c3c5fe84c,sara,8,,2025-08-03
689109dbd1ef956c3c5fe84d,forest,9,"Sara is funny and has flow. I hope she finds someone soon that appreciates her wit. Why is work stressing me out so much again. I def have an unhealthy obsession with needing to run, but it really was important for staying alive. Now everything hurts to think about.",2025-08-04
689139bdd1ef956c3c5fe84e,sara,8,Just woke up from a 2 hr nap I was so tired,2025-08-04
68914caad1ef956c3c5fe84f,grace,9,🔴,2025-08-04
689268c5d1ef956c3c5fe850,sara,9,I must run off all this anger. I fear I am going to implode soon. ,2025-08-05
68928227d1ef956c3c5fe851,forest,9,Perpetually stressed unless I can destroy my body w running,2025-08-05
689282a8d1ef956c3c5fe852,forest,9,Let’s run together ,2025-08-05
6893cfc3d1ef956c3c5fe853,forest,8,"My personality used to be running, now it’s taking 1 hr baths",2025-08-06
6893cff5d1ef956c3c5fe854,sara,9,I’m ready to fkn kms blood boiling everyone makes me so angry,2025-08-06
68951413d1ef956c3c5fe855,sara,8,Chips at lunch with buddy was nice,2025-08-07
68954d76d1ef956c3c5fe856,forest,8,"So tired from driving so much and work. Toured Arlington apt, see if we get it. It’s hard to accept, but I think it’s a stress fracture.",2025-08-07
68961c8cd1ef956c3c5fe857,forest,8,Applying is stressful w needing to talk to people and forms. Drinking milk even though I don’t like milk to boost calcium and get better.,2025-08-08
68962aa9d1ef956c3c5fe858,grace,6,leaving for alaska!!!!! ,2025-08-08
68962ad4d1ef956c3c5fe859,grace,7,free lunch 10/10,2025-08-06
6896c9bad1ef956c3c5fe85a,sara,8,Yippie neighbor my screen time today is over 5 hrs,2025-08-08
6898b6e9d1ef956c3c5fe85b,sara,7,"funeral, forest, etc.",2025-08-09
6898dceed1ef956c3c5fe85c,forest,7,"was a nice day hangin w sabby, just hard to not be a bit sad about ankle",2025-08-09
6898f99ed1ef956c3c5fe85d,forest,8,More and more likely seems like a stress fracture. 6-8 weeks on avg off.,2025-08-10
6899d735d1ef956c3c5fe85e,sara,8,Thought about grad school - stressed a bit but it’s fine came to some conclusion so that’s good. Worked on dresser. Maybe I’m over cad now. ,2025-08-10
689a6cbad1ef956c3c5fe85f,forest,8,Work is destroying my mental. Not anything new I guess. Ankle feels good today,2025-08-11
689a8021d1ef956c3c5fe860,sara,8,These people are making me on the verge of a crash out,2025-08-11
689ba8ccd1ef956c3c5fe861,forest,9,"I’m sorry, I will be better.",2025-08-12
689bd85dd1ef956c3c5fe862,sara,7,I don’t know why today was a seven but it was. Probably bc eesha’s intern presentation went so well and project mantaray. ,2025-08-12
689d1933d1ef956c3c5fe863,forest,8,I know that I’m weak and disgraceful. Everyone has the right to hate me as the worst person. But there are still people willing to help someone like me,2025-08-13
689d3bb109fec903daf52b7f,sara,8,"v3 Dresser, but i still messed it up",2025-08-13
689e539c88909cc2f0bcaeac,forest,8,Hey why does it still hurt hey why can’t I run yet hey hey hyey,2025-08-14
689e6b6b88909cc2f0bcaead,forest,9,,2025-08-14
689e8aad88909cc2f0bcaeae,sara,8,"My “boss” was making my blood boil how can someone so old have so little ability to be productive, effective, fill in blank. But I got to go sailing so that was fun. Biking was prob bad tho. ",2025-08-14
689fbf5e88909cc2f0bcaeaf,forest,10,This weekend would actually be a good time,2025-08-15
689ff09788909cc2f0bcaeb0,sara,8,Grinded today. ,2025-08-15
68a1306a88909cc2f0bcaeb1,forest,8,,2025-08-16
68a25e4788909cc2f0bcaeb2,forest,9,stress on weekend never good sign,2025-08-17
68a2765b88909cc2f0bcaeb3,sara,8,,2025-08-16
68a2768288909cc2f0bcaeb4,sara,8,Worked for 6+ hrs today (sunday). Not even that bad. It never gets easier. ,2025-08-17
68a3b6c188909cc2f0bcaeb5,forest,7,Short run today,2025-08-18
68a3b9f088909cc2f0bcaeb6,sara,9,The only good thing about today was hooman asking me what my half time was and him being impressed bc I’m as fast as him with no training,2025-08-18
68a4f5f888909cc2f0bcaeb7,forest,8,Regression. I guess this injury made me realize that I actually want to run instead of just need my to run to survive. It hurts.,2025-08-19
68a5126388909cc2f0bcaeb8,sara,9,"And I don’t want the world to see me, bc I don’t think they’d understand",2025-08-19
68a6235988909cc2f0bcaeb9,forest,10,Pathetic ,2025-08-20
68a6711188909cc2f0bcaeba,sara,8,Boutta pull an all nighter. I’ve pulled more all nighters this yr than in 4 years of college. ,2025-08-20
68a6997488909cc2f0bcaebb,grace,9,whbabidhibiaftpalbbommdamiqssigbsawbigidrtthtma,2025-08-20
68a6998e88909cc2f0bcaebc,grace,5,best hike ever,2025-08-10
68a699a188909cc2f0bcaebd,grace,6,ALASKA,2025-08-09
68a699b788909cc2f0bcaebe,grace,7,hot tubbin ,2025-08-11
68a699de88909cc2f0bcaebf,grace,9,i think i might KILLMYSISTER,2025-08-13
68a69a0f88909cc2f0bcaec0,grace,7,talkeetna <3,2025-08-12
68a69a2788909cc2f0bcaec1,grace,8,piss off,2025-08-14
68a69a4b88909cc2f0bcaec2,grace,8,"there r two factions on this trip, the normies and the fucking tiktok obsessed narcissists ",2025-08-15
68a69a5088909cc2f0bcaec3,grace,8,"there r two factions on this trip, the normies and the fucking tiktok obsessed narcissists ",2025-08-16
68a69a9688909cc2f0bcaec4,grace,9,sad to leave alaska but had a great time exploring by myself for a few hours but my flights got delayed and i was waiting at the airport for like 6 hours,2025-08-16
68a69b1188909cc2f0bcaec5,grace,8,i had to leave my luggage at the carousel bc it took too damn long to arrive and i was running out of time before denalis daycare closed and i didn’t want to have to pay another night so i had to pay a late fee for picking her up after hoursssssss then i drove BACK to the airport to pick up my suitcase but i went to the commercial pickup side so there were no cars waiting and i just walked right in and grabbed my bag 10/10,2025-08-17
68a69b3d88909cc2f0bcaec6,grace,8,work againnnnnn i wanna quit and travel the world,2025-08-19
68a69b9e88909cc2f0bcaec7,grace,9,michelle told me she’s quitting this week to go travel the us and not gaf for like a year then apply to grad school and i haven’t been more jealous of someone in my LIFE - highly considering this but need to get fired for severance $$,2025-08-19
68a69c1d88909cc2f0bcaec8,grace,9,michelle told me she’s quitting this week after less than 4 months at form to go travel the us and not gaf for like a year then apply to grad school and i haven’t been more jealous of someone in my LIFE - highly considering this but need to get fired for severance $$ ,2025-08-19
68a7ae1088909cc2f0bcaec9,forest,8,"Have a cold,🤧 went thru so many tissues",2025-08-21
68a7e18a88909cc2f0bcaeca,sara,8,At least I finished most things on my to do list. Perhaps this night was a little changing of the tides. But the tides always have a low tide anyway. ,2025-08-21
68a7e18f88909cc2f0bcaecb,sara,8,At least I finished most things on my to do list. Perhaps this night was a little changing of the tides. But the tides always have a low tide anyway. ,2025-08-21
68a9214388909cc2f0bcaecc,sara,8,At my limit,2025-08-22
68ab07c788909cc2f0bcaecd,sara,7,Road-trip +cousin ,2025-08-23
68ad9f8288909cc2f0bcaece,sara,7,"Prior soaked, a few while claws in (surge). Sunset. Best bud. ",2025-08-24
68ad9f8788909cc2f0bcaecf,sara,7,"Prior soaked, a few while claws in (surge). Sunset. Best bud. ",2025-08-25
68ad9f8e88909cc2f0bcaed0,sara,7,,2025-08-25
68ad9f8e88909cc2f0bcaed1,sara,7,I,2025-08-25
68ad9f9088909cc2f0bcaed2,sara,7,I ,2025-08-25
68ad9f9788909cc2f0bcaed3,sara,7,I i,2025-08-25
68ad9f9788909cc2f0bcaed4,sara,7,I ik,2025-08-25
68ad9fcd88909cc2f0bcaed5,sara,7,I liked the scrambly hike a lot and tacos were good. ,2025-08-14
68ada00188909cc2f0bcaed6,sara,7,I liked the scrambly hike and tacos were good. ,2025-08-14
68ae661d88909cc2f0bcaed7,sara,7,I really enjoyed the swimming hole. Crazy how much first ranked for the pasta. ,2025-08-26
68ae664888909cc2f0bcaed8,sara,7,I liked the scrambly hike and tacos were good. ,2025-08-14
68b1b1f888909cc2f0bcaed9,sara,7,You’re the via Ferrata of my eye,2025-08-27
68b1b21388909cc2f0bcaeda,sara,8,Tired,2025-08-28
68b6440688909cc2f0bcaedb,forest,8,"Moving was ok, little tiring. Started spiraling and getting stressed. Needed to go for a run, felt ok but wish it was better. Worries about if this is for the best.",2025-09-01
68b65e4788909cc2f0bcaedc,sara,8,Wasted day,2025-09-01
68b7862188909cc2f0bcaedd,forest,8,F F,2025-09-02
68b8aa1d88909cc2f0bcaede,forest,9,Wow I somehow forgot about how work makes me want to kms,2025-09-03
68b8e9cd88909cc2f0bcaedf,sara,8,today felt okay but i still feel depressed,2025-09-03
68b8ea2d88909cc2f0bcaee3,sara,2,i was actually so depressed and melancholic today but decided to book an impromptu trip to MN in a couple weeks to visit postcard girl,2025-09-02
68b8ea3088909cc2f0bcaee4,sara,2,i was actually so depressed and melancholic today but decided to book an impromptu trip to MN in a couple weeks to visit postcard girl,2025-09-02
68b8ea5d88909cc2f0bcaee5,sara,9,i was actually so depressed and melancholic today but decided to book an impromptu trip to MN in a couple weeks to visit postcard girl,2025-09-02
68b983da88909cc2f0bcaee6,forest,8,"drive down to dc, meeting w justin was ok, ankle not ok",2025-08-23
68b9840488909cc2f0bcaee7,forest,7,"hike was a grind due to pouring rain, classic",2025-08-24
68b9843a88909cc2f0bcaee8,forest,7,"old rag was fun due to clambering, got long at the end. drove in horse poop. first taco tank night (failure)",2025-08-14
68b9848388909cc2f0bcaee9,forest,7,"watering hole was fun and very cold, pasta tank night (success)",2025-08-26
68b984ba88909cc2f0bcaeea,forest,7,"via ferrata was v cool, maybe gotta try that again sometime. franklin",2025-08-27
68b9851988909cc2f0bcaeeb,forest,8,"rocky brunch, emotionally draining but good talks w sab",2025-08-28
68b9853f88909cc2f0bcaeec,forest,7,"therapissed session, arrived at grace's",2025-08-29
68b9856888909cc2f0bcaeed,forest,9,"kinda spiraled for no reason, stress of returning to work/moving getting to me",2025-08-30
68b9858d88909cc2f0bcaeee,forest,8,"drive back is bittersweet, 3.75",2025-08-31
68b9860b88909cc2f0bcaeef,forest,7,"old rag was fun due to clambering, got long at the end. drove in horse poop. first taco tank night (failure)",2025-08-25
68ba252c88909cc2f0bcaef0,forest,8,"I fear I really messed up the ankle on run today, had to stop. While walking back some hot girls asked if I was interested in church, which is crazy bc Sara told me she wanted to go to church today, and I jokingly said I’d go if there were hot girls. This day has been the strongest evidence for me that life is a simulation.",2025-09-04
68ba4d9a88909cc2f0bcaef1,sara,9,I was depressed today but hung out with jessalyn and by the end felt better,2025-09-04
68bb018a88909cc2f0bcaef2,forest,8,aaa,2025-07-21
68bb01ba88909cc2f0bcaef3,forest,8,Fgff,2025-06-20
68bb01ef88909cc2f0bcaef4,forest,8,Snjcdjk ,2025-06-21
68bb4d8488909cc2f0bcaef5,forest,9,Don’t really feel like there’s any reason for me to be alive when I’m just actively a hindrance to everyone and everything ,2025-09-05
68bb86eb88909cc2f0bcaef6,sara,8,"work was actually pleasant (except for when a particular person messaged me), feel much better than tues-thurs this week, what does it mean when you feel worse after talking to someone",2025-09-05
68bccfa588909cc2f0bcaef7,forest,9,,2025-09-06
68bdd5b8a3e74d816b07fdf0,sara,8,distracting myself with cooking is ncie,2025-09-06
68be296188909cc2f0bcaef8,forest,8,"If submarine90, activate plan fallen statue. Else, operation geronimo ",2025-09-07
68be483f88909cc2f0bcaef9,sara,8,fine,2025-09-07
68bf4f6f88909cc2f0bcaefa,forest,10,"Strong seagull, 4A resilience, blue moon, flower tower",2025-09-08
68bf590e88909cc2f0bcaefb,sara,8,JD day. Made multiple dr appt thanks to toad,2025-09-08
68c0a08588909cc2f0bcaefc,sara,8,Almost crashed out bc of work. Still have os much to do tonite…,2025-09-09
68c0b42588909cc2f0bcaefd,forest,8,Don’t work too hard bud make sure to take care of urself,2025-09-09
